filename,location,pages,mentions,source,location_type
2014_MSc_YOSSI.txt,10deg 13'N to 12deg 47'N latitude,9,"Furthermore, this  study  will  make  comparison between 
gold-bearing structures that crop out at surface (e.g., at Syama Mine, Komana prospect, Morila mine 
and Kalana mine), with those under cover to search for potential gold exploration targets at depth. 1.2. Location and Physiography 
The study area covers the south of Mali and the northeast of Guinea in West Africa (Figure 1.1). Geologically  the  study  area  is  hosted  in  the  Palaeoproterozoic  Baoulé-Mossi  domain  of  the  West 
African craton (Figure 1.2). The study area is bounded by 10° 13'N to 12° 47'N latitude, and 9° 60'W to 5° 55'W longitude. It 
covers an area of 114,750 km2 mostly across the province of Sikasso in Mali and Sirgui in Guinea.",llm,APPROXIMATE
2014_MSc_YOSSI.txt,570950E and 1245150N,38,"In  this  research  forward  modelling  included  three  west-east  transects  that  crosscut  first-order 
structures  and  greenstone  belts  in  the  study  area. The  forward  models  were  constructed  using 
available  geological  fact  and  petrophysical  data. The  correspondence  between  observed  and 
calculated data was performed iteratively. The forward modelling aided in the construction of models 
from which the geometry of structures was calculated. Transect lines selected included:  
  Transect 1 (AA’) from GPS coordinates 570950E and 1245150N to 616000E and 1245150N, 
and  measures  approximately  45km  in  length. It  transects  the  Yanfolila  belt,  Yanfolila  shear 
zone, Madiana-Yanfolila fault, and the Kalana-Kodieran fold in the west central region of the 
study area (Figure 4.13).",llm,PLACE
2014_MSc_YOSSI.txt,616000E and 1245150N,38,"In  this  research  forward  modelling  included  three  west-east  transects  that  crosscut  first-order 
structures  and  greenstone  belts  in  the  study  area. The  forward  models  were  constructed  using 
available  geological  fact  and  petrophysical  data. The  correspondence  between  observed  and 
calculated data was performed iteratively. The forward modelling aided in the construction of models 
from which the geometry of structures was calculated. Transect lines selected included:  
  Transect 1 (AA’) from GPS coordinates 570950E and 1245150N to 616000E and 1245150N, 
and  measures  approximately  45km  in  length. It  transects  the  Yanfolila  belt,  Yanfolila  shear 
zone, Madiana-Yanfolila fault, and the Kalana-Kodieran fold in the west central region of the 
study area (Figure 4.13).",llm,PLACE
2014_MSc_YOSSI.txt,687510E and 1164475N,38,"  Transect 2 (BB’) from GPS coordinates 687510E and 1164475N to 721944E and 1164475N, 
and  measures  approximately  34km  in  length. It  transects  the  Bougouni  belt,  Banifing  shear 
zone and Menankoro fault in the southeastern region of the study area (Figure 4.13).   Transect  3  (CC’)  extends  from  GPS  coordinates  704880E  and  1232696N  to  751630E  and 
1232696N,  and  measures  approximately  47km  in  length. It  transects  the  Kolondieba  belt, 
Madina fault, and Banifing shear zone in the east central region of the study area (Figure 4.13). A profile of the upward continuation of magnetic data was calculated for each transect to produce 
three  profiles  (Profile  1-3). The  magnetic  susceptibility  data  used  published  petrophysical  data  to 
calculate the magnetic field.",llm,PLACE
2014_MSc_YOSSI.txt,704880E and 1232696N,38,"  Transect 2 (BB’) from GPS coordinates 687510E and 1164475N to 721944E and 1164475N, 
and  measures  approximately  34km  in  length. It  transects  the  Bougouni  belt,  Banifing  shear 
zone and Menankoro fault in the southeastern region of the study area (Figure 4.13).   Transect  3  (CC’)  extends  from  GPS  coordinates  704880E  and  1232696N  to  751630E  and 
1232696N,  and  measures  approximately  47km  in  length. It  transects  the  Kolondieba  belt, 
Madina fault, and Banifing shear zone in the east central region of the study area (Figure 4.13). A profile of the upward continuation of magnetic data was calculated for each transect to produce 
three  profiles  (Profile  1-3). The  magnetic  susceptibility  data  used  published  petrophysical  data  to 
calculate the magnetic field.",llm,PLACE
2014_MSc_YOSSI.txt,721944E and 1164475N,38,"  Transect 2 (BB’) from GPS coordinates 687510E and 1164475N to 721944E and 1164475N, 
and  measures  approximately  34km  in  length. It  transects  the  Bougouni  belt,  Banifing  shear 
zone and Menankoro fault in the southeastern region of the study area (Figure 4.13).   Transect  3  (CC’)  extends  from  GPS  coordinates  704880E  and  1232696N  to  751630E  and 
1232696N,  and  measures  approximately  47km  in  length. It  transects  the  Kolondieba  belt, 
Madina fault, and Banifing shear zone in the east central region of the study area (Figure 4.13). A profile of the upward continuation of magnetic data was calculated for each transect to produce 
three  profiles  (Profile  1-3). The  magnetic  susceptibility  data  used  published  petrophysical  data  to 
calculate the magnetic field.",llm,PLACE
2014_MSc_YOSSI.txt,751630E and 1232696N,38,"  Transect 2 (BB’) from GPS coordinates 687510E and 1164475N to 721944E and 1164475N, 
and  measures  approximately  34km  in  length. It  transects  the  Bougouni  belt,  Banifing  shear 
zone and Menankoro fault in the southeastern region of the study area (Figure 4.13).   Transect  3  (CC’)  extends  from  GPS  coordinates  704880E  and  1232696N  to  751630E  and 
1232696N,  and  measures  approximately  47km  in  length. It  transects  the  Kolondieba  belt, 
Madina fault, and Banifing shear zone in the east central region of the study area (Figure 4.13). A profile of the upward continuation of magnetic data was calculated for each transect to produce 
three  profiles  (Profile  1-3). The  magnetic  susceptibility  data  used  published  petrophysical  data  to 
calculate the magnetic field.",llm,PLACE
2014_MSc_YOSSI.txt,9deg 60'W to 5deg 55'W longitude,9,"Furthermore, this  study  will  make  comparison between 
gold-bearing structures that crop out at surface (e.g., at Syama Mine, Komana prospect, Morila mine 
and Kalana mine), with those under cover to search for potential gold exploration targets at depth. 1.2. Location and Physiography 
The study area covers the south of Mali and the northeast of Guinea in West Africa (Figure 1.1). Geologically  the  study  area  is  hosted  in  the  Palaeoproterozoic  Baoulé-Mossi  domain  of  the  West 
African craton (Figure 1.2). The study area is bounded by 10° 13'N to 12° 47'N latitude, and 9° 60'W to 5° 55'W longitude. It 
covers an area of 114,750 km2 mostly across the province of Sikasso in Mali and Sirgui in Guinea.",llm,APPROXIMATE
2014_MSc_YOSSI.txt,Africa,10,"(1992), Tidjani et al. (1993), Mickus (2008), Hein (2010), Baratoux 
et al. (2011), Metelka et al. (2011), Miller (2012), Perrouty et al. (2012), and Tshibubudze (2014), and 
there  is  often  limited  integration  of  geological  data  into  the  geophysical  interpretations;  rather  the 
geophysics constrain the regional geological interpretations. The majority of these studies needed to 
collect  large  primary  geological  datasets  to  be  significant,  but  large  primary  datasets  do  not  exist 
across  all  the  Palaeoproterozoic  of  the  West  Africa  craton,  and  certainly  not  in  the  study  area.",rules,PLACE
2014_MSc_YOSSI.txt,ArcGIS,20,"Key areas for inversion modelling were 
selected from this high confidence level map and included the **********. 3.4. Fact geology attributes extraction 
Fact geology attributes (quantitative data) were extracted from georeferenced geological (raster) 
maps. Geological maps were compiled in MapInfo® version 11.0 or ArcGIS® version 10.03. Images 
from  reports  were  imported  into  GEOSOFT®  v  6.4  and  georeferenced. All  maps  and  images  were 
23",rules,PLACE
